identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
18193,Leopard seal,Hydrurga leptonyx,MAMMALIA,"Eared seals, hair seals, walruses",63
2731,Ribbon seal,Phoca fasciata,MAMMALIA,"Eared seals, hair seals, walruses",63
3453,Southern spiny lobster,Palinurus gilchristi,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
3299,Slender tuna,Allothunnus fallai,PISCES,"Tunas, bonitos, billfishes",36
3443,Tropical spiny lobsters nei,Panulirus spp,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2927,Salmonoids nei,Salmonoidei,PISCES,"Salmons, trouts, smelts",23
16077,Salmonids nei,Salmonidae,PISCES,"Salmons, trouts, smelts",23
2011,Shortfin mako,Isurus oxyrinchus,PISCES,"Sharks, rays, chimaeras",38
2827,Smooth-hound,Mustelus mustelus,PISCES,"Sharks, rays, chimaeras",38
2127,European smelt,Osmerus eperlanus,PISCES,"Salmons, trouts, smelts",23
15174,Cabezon,Scorpaenichthys marmoratus,PISCES,Miscellaneous coastal fishes,33
2128,Rainbow smelt,Osmerus mordax,PISCES,"Salmons, trouts, smelts",23
2125,Smelts nei,"Osmerus spp, Hypomesus spp",PISCES,"Salmons, trouts, smelts",23
2332,Snappers nei,Lutjanus spp,PISCES,Miscellaneous coastal fishes,33
2333,Southern red snapper,Lutjanus purpureus,PISCES,Miscellaneous coastal fishes,33
3497,False abalone,Concholepas concholepas,MOLLUSCA,"Abalones, winkles, conchs",52
2465,Snoek,Thyrsites atun,PISCES,Miscellaneous demersal fishes,34
2334,Lane snapper,Lutjanus synagris,PISCES,Miscellaneous coastal fishes,33
2274,Common snook,Centropomus undecimalis,PISCES,Miscellaneous coastal fishes,33
15171,Small red scorpionfish,Scorpaena notata,PISCES,Miscellaneous demersal fishes,34
3136,Northern red snapper,Lutjanus campechanus,PISCES,Miscellaneous coastal fishes,33
2246,Longspine snipefish,Macroramphosus scolopax,PISCES,Miscellaneous demersal fishes,34
3137,Russell's snapper,Lutjanus russelli,PISCES,Miscellaneous coastal fishes,33
2391,White steenbras,Lithognathus lithognathus,PISCES,Miscellaneous coastal fishes,33
3133,"Snappers, jobfishes nei",Lutjanidae,PISCES,Miscellaneous coastal fishes,33
3138,Yellowtail snapper,Ocyurus chrysurus,PISCES,Miscellaneous coastal fishes,33
18198,New Zealand fur seal,Arctocephalus forsteri,MAMMALIA,"Eared seals, hair seals, walruses",63
3369,Southeast Atlantic soles nei,Austroglossus spp,PISCES,"Flounders, halibuts, soles",31
2117,Sockeye(=Red) salmon,Oncorhynchus nerka,PISCES,"Salmons, trouts, smelts",23
2555,Mud sole,Austroglossus pectoralis,PISCES,"Flounders, halibuts, soles",31
3549,"Razor clams, knife clams nei",Solenidae,MOLLUSCA,"Clams, cockles, arkshells",56
3438,Kolibri shrimp,Solenocera agassizii,CRUSTACEA,"Shrimps, prawns",45
3367,Common sole,Solea solea,PISCES,"Flounders, halibuts, soles",31
2973,Wels(=Som) catfish,Silurus glanis,PISCES,Miscellaneous freshwater fishes,13
15351,Pacific sleeper shark,Somniosus pacificus,PISCES,"Sharks, rays, chimaeras",38
18628,NA,Solea spp,PISCES,"Flounders, halibuts, soles",31
3413,Southern pink shrimp,Penaeus notialis,CRUSTACEA,"Shrimps, prawns",45
2833,Little sleeper shark,Somniosus rostratus,PISCES,"Sharks, rays, chimaeras",38
2553,Sand sole,Solea lascaris,PISCES,"Flounders, halibuts, soles",31
3347,Spottail spiny turbot,Psettodes belcheri,PISCES,"Flounders, halibuts, soles",31
2554,West coast sole,Austroglossus microlepis,PISCES,"Flounders, halibuts, soles",31
2552,Soles nei,Soleidae,PISCES,"Flounders, halibuts, soles",31
2260,So-iny (redlip) mullet,Liza haematocheilus,PISCES,Miscellaneous coastal fishes,33
3211,Spadefishes nei,Ephippidae,PISCES,Miscellaneous coastal fishes,33
3652,Picarel,Spicara smaris,PISCES,Miscellaneous coastal fishes,33
3306,Longbill spearfish,Tetrapturus pfluegeri,PISCES,"Tunas, bonitos, billfishes",36
3329,Canary rockfish,Sebastes pinniger,PISCES,Miscellaneous demersal fishes,34
3186,Sheepshead,Archosargus probatocephalus,PISCES,Miscellaneous coastal fishes,33
3262,Spinefeet(=Rabbitfishes) nei,Siganus spp,PISCES,Miscellaneous coastal fishes,33
2823,Bonnethead,Sphyrna tiburo,PISCES,"Sharks, rays, chimaeras",38
2824,Great hammerhead,Sphyrna mokarran,PISCES,"Sharks, rays, chimaeras",38
2028,Scalloped hammerhead,Sphyrna lewini,PISCES,"Sharks, rays, chimaeras",38
2757,Sponges,Spongiidae,INVERTEBRATA AQUATICA,Sponges,83
18203,Spectacled porpoise,Phocaena dioptrica,MAMMALIA,"Sperm-whales, pilot-whales",62
2102,European sprat,Sprattus sprattus,PISCES,"Herrings, sardines, anchovies",35
2405,Spotted sicklefish,Drepane punctata,PISCES,Miscellaneous coastal fishes,33
3164,Spot croaker,Leiostomus xanthurus,PISCES,Miscellaneous coastal fishes,33
3087,Spotted seabass,Dicentrarchus punctatus,PISCES,Miscellaneous coastal fishes,33
2736,Sperm whale,Physeter macrocephalus,MAMMALIA,"Sperm-whales, pilot-whales",62
18275,Salps,Salpidae,INVERTEBRATA AQUATICA,Sea-squirts and other tunicates,74
2027,"Hammerhead sharks, etc. nei",Sphyrnidae,PISCES,"Sharks, rays, chimaeras",38
2822,Smooth hammerhead,Sphyrna zygaena,PISCES,"Sharks, rays, chimaeras",38
3565,Argentine shortfin squid,Illex argentinus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2712,Common squids nei,Loligo spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3566,European flying squid,Todarodes sagittatus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
17029,Veined squid,Loligo forbesi,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2720,Northern shortfin squid,Illex illecebrosus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3567,Japanese flying squid,Todarodes pacificus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2714,Longfin squid,Loligo pealeii,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3564,Broadtail shortfin squid,Illex coindetii,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
17033,Opalescent inshore squid,Loligo opalescens,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2713,Patagonian squid,Loligo gahi,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
17019,European squid,Loligo vulgaris,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2723,Sevenstar flying squid,Martialia hyadesi,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3575,Various squids nei,"Loliginidae, Ommastrephidae",MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3391,Squillids nei,Squillidae,CRUSTACEA,Miscellaneous marine crustaceans,47
3338,Atlantic searobins,Prionotus spp,PISCES,Miscellaneous demersal fishes,34
2159,Rudd,Scardinius erythrophthalmus,PISCES,"Carps, barbels and other cyprinids",11
3175,Sargo breams nei,Diplodus spp,PISCES,Miscellaneous coastal fishes,33
2100,Silver-stripe round herring,Spratelloides gracilis,PISCES,"Herrings, sardines, anchovies",35
2463,Marbled spinefoot,Siganus rivulatus,PISCES,Miscellaneous coastal fishes,33
15260,Painted comber,Serranus scriba,PISCES,Miscellaneous coastal fishes,33
15319,Amur catfish,Silurus asotus,PISCES,Miscellaneous freshwater fishes,13
3651,Australian pilchard,Sardinops neopilchardus,PISCES,"Herrings, sardines, anchovies",35
2859,Antarctic starry skate,Raja georgiana,PISCES,"Sharks, rays, chimaeras",38
2845,"Rays, stingrays, mantas nei",Rajiformes,PISCES,"Sharks, rays, chimaeras",38
2264,Atlantic silverside,Menidia menidia,PISCES,Miscellaneous pelagic fishes,37
2392,Sand steenbras,Lithognathus mormyrus,PISCES,Miscellaneous coastal fishes,33
3518,Southern Australia scallop,Pecten fumatus,MOLLUSCA,"Scallops, pectens",55
3658,Surf clams nei,Spisula spp,MOLLUSCA,"Clams, cockles, arkshells",56
2772,Red sea squirt,Pyura chilensis,INVERTEBRATA AQUATICA,Sea-squirts and other tunicates,74
3624,Grooved sea squirt,Microcosmus sulcatus,INVERTEBRATA AQUATICA,Sea-squirts and other tunicates,74
3421,Scarlet shrimp,Plesiopenaeus edwardsianus,CRUSTACEA,"Shrimps, prawns",45
3245,Blackfin icefish,Chaenocephalus aceratus,PISCES,Miscellaneous demersal fishes,34
3576,Steller sea lion,Eumetopias jubatus,MAMMALIA,"Eared seals, hair seals, walruses",63
3282,Atlantic Spanish mackerel,Scomberomorus maculatus,PISCES,"Tunas, bonitos, billfishes",36
3046,Smooth oreo dory,Pseudocyttus maculatus,PISCES,Miscellaneous demersal fishes,34
2502,Shortbill spearfish,Tetrapturus angustirostris,PISCES,"Tunas, bonitos, billfishes",36
2771,Red bait,Pyura stolonifera,INVERTEBRATA AQUATICA,Sea-squirts and other tunicates,74
2732,Larga seal,Phoca largha,MAMMALIA,"Eared seals, hair seals, walruses",63
3623,Sea squirts nei,Ascidiacea,INVERTEBRATA AQUATICA,Sea-squirts and other tunicates,74
3218,Three spotted tilapia,Oreochromis andersonii,PISCES,Tilapias and other cichlids,12
2289,Striped bass,Morone saxatilis,PISCES,Miscellaneous diadromous fishes,25
2628,Black stone crab,Menippe mercenaria,CRUSTACEA,"Crabs, sea-spiders",42
3617,Starfishes nei,Asteroidea,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
2347,Squeteague(=Gray weakfish),Cynoscion regalis,PISCES,Miscellaneous coastal fishes,33
3618,Red starfish,Asterias rubens,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
2061,Stingrays nei,Dasyatis spp,PISCES,"Sharks, rays, chimaeras",38
12023,Buccaneer anchovy,Encrasicholina punctifer,PISCES,"Herrings, sardines, anchovies",35
2110,Stolephorus anchovies nei,Stolephorus spp,PISCES,"Herrings, sardines, anchovies",35
2482,Streaked seerfish,Scomberomorus lineolatus,PISCES,"Tunas, bonitos, billfishes",36
2864,"Stingrays, butterfly rays nei",Dasyatidae,PISCES,"Sharks, rays, chimaeras",38
2069,Sturgeons nei,Acipenseridae,PISCES,"Sturgeons, paddlefishes",21
3097,Walleye,Sander vitreus,PISCES,Miscellaneous freshwater fishes,13
2390,Steenbrasses nei,Lithognathus spp,PISCES,Miscellaneous coastal fishes,33
3234,Giant stargazer,Kathetostoma giganteum,PISCES,Miscellaneous demersal fishes,34
15418,Pacific angelshark,Squatina californica,PISCES,"Sharks, rays, chimaeras",38
15416,Argentine angelshark,Squatina argentina,PISCES,"Sharks, rays, chimaeras",38
3264,Surgeonfishes nei,Acanthuridae,PISCES,Miscellaneous coastal fishes,33
2937,Surf smelt,Hypomesus pretiosus,PISCES,"Salmons, trouts, smelts",23
2967,Silver carp,Hypophthalmichthys molitrix,PISCES,"Carps, barbels and other cyprinids",11
2697,Striped venus,Chamelea gallina,MOLLUSCA,"Clams, cockles, arkshells",56
2935,Brook trout,Salvelinus fontinalis,PISCES,"Salmons, trouts, smelts",23
17223,Constricted tagelus,Sinonovacula constricta,MOLLUSCA,"Clams, cockles, arkshells",56
18708,Stomatopods nei,Stomatopoda,CRUSTACEA,Miscellaneous marine crustaceans,47
2370,White seabream,Diplodus sargus,PISCES,Miscellaneous coastal fishes,33
3628,Brown seaweeds,Phaeophyceae,PLANTAE AQUATICAE,Brown seaweeds,91
2346,Spotted weakfish,Cynoscion nebulosus,PISCES,Miscellaneous coastal fishes,33
3626,Green seaweeds,Chlorophyceae,PLANTAE AQUATICAE,Green seaweeds,93
16071,Giant boarfish,Paristiopterus labiosus,PISCES,Miscellaneous demersal fishes,34
3464,"Swimming crabs, etc. nei",Portunidae,CRUSTACEA,"Crabs, sea-spiders",42
2503,Swordfish,Xiphias gladius,PISCES,"Tunas, bonitos, billfishes",36
3634,Red seaweeds,Rhodophyceae,PLANTAE AQUATICAE,Red seaweeds,92
18994,Swan mussel,Anodonta cygnea,MOLLUSCA,Freshwater molluscs,51
18761,Sculpins nei,Cottidae,PISCES,Miscellaneous coastal fishes,33
3643,Seaweeds nei,Algae,PLANTAE AQUATICAE,Miscellaneous aquatic plants,94
15540,Marbled swamp eel,Synbranchus marmoratus,PISCES,Miscellaneous freshwater fishes,13
15055,Dorado,Salminus brasiliensis,PISCES,Miscellaneous freshwater fishes,13
2727,Seals and sea lions nei,"Otariidae, Phocidae",MAMMALIA,"Eared seals, hair seals, walruses",63
2016,Small-spotted catshark,Scyliorhinus canicula,PISCES,"Sharks, rays, chimaeras",38
3095,Blackmouth splitfin,Synagrops japonicus,PISCES,Miscellaneous demersal fishes,34
2043,Knifetooth dogfish,Scymnodon ringens,PISCES,"Sharks, rays, chimaeras",38
2805,Nursehound,Scyliorhinus stellaris,PISCES,"Sharks, rays, chimaeras",38
2802,"Catsharks, etc. nei",Scyliorhinidae,PISCES,"Sharks, rays, chimaeras",38
2300,Sauger,Sander canadensis,PISCES,Miscellaneous freshwater fishes,13
15123,NA,Schizodon fasciatus,PISCES,Miscellaneous freshwater fishes,13
18581,Sobaity seabream,Sparidentex hasta,PISCES,Miscellaneous coastal fishes,33
19146,Japanese icefish,Salangichthys microdon,PISCES,"Salmons, trouts, smelts",23
15125,Sattar snowtrout,Schizothorax curvifrons,PISCES,"Carps, barbels and other cyprinids",11
2882,Indo-Pacific tarpon,Megalops cyprinoides,PISCES,Miscellaneous coastal fishes,33
2428,Tarakihi,Nemadactylus macropterus,PISCES,Miscellaneous demersal fishes,34
2075,Tarpon,Megalops atlanticus,PISCES,Miscellaneous coastal fishes,33
2424,Tautog,Tautoga onitis,PISCES,Miscellaneous coastal fishes,33
11647,Goldsinny-wrasse,Ctenolabrus rupestris,PISCES,Miscellaneous coastal fishes,33
2703,Taca clam,Protothaca thaca,MOLLUSCA,"Clams, cockles, arkshells",56
3558,Smooth giant clam,Tridacna derasa,MOLLUSCA,"Clams, cockles, arkshells",56
2709,Giant clam,Tridacna gigas,MOLLUSCA,"Clams, cockles, arkshells",56
16947,Lesser flying squid,Todaropsis eblanae,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2710,Fluted giant clam,Tridacna squamosa,MOLLUSCA,"Clams, cockles, arkshells",56
15623,Largescaled terapon,Terapon theraps,PISCES,Miscellaneous coastal fishes,33
3088,Giant seabass,Stereolepis gigas,PISCES,Miscellaneous coastal fishes,33
15622,Small-scaled terapon,Terapon puta,PISCES,Miscellaneous coastal fishes,33
14087,Antarctic escolar,Paradiplospinus antarcticus,PISCES,Miscellaneous demersal fishes,34
18729,"Toadfishes, etc. nei",Batrachoididae,PISCES,Miscellaneous coastal fishes,33
16946,Antarctic flying squid,Todarodes filippovae,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18375,Prickly redfish,Thelenota ananas,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
2266,Giant African threadfin,Polydactylus quadrifilis,PISCES,Miscellaneous coastal fishes,33
15804,Three spot gourami,Trichogaster trichopterus,PISCES,Miscellaneous freshwater fishes,13
2587,Caramote prawn,Penaeus kerathurus,CRUSTACEA,"Shrimps, prawns",45
2907,Atlantic thread herring,Opisthonema oglinum,PISCES,"Herrings, sardines, anchovies",35
3139,Threadfin breams nei,Nemipterus spp,PISCES,Miscellaneous coastal fishes,33
2335,Threadfin and dwarf breams nei,Nemipteridae,PISCES,Miscellaneous coastal fishes,33
2265,"Threadfins, tasselfishes nei",Polynemidae,PISCES,Miscellaneous coastal fishes,33
3140,Golden threadfin bream,Nemipterus virgatus,PISCES,Miscellaneous coastal fishes,33
12629,Japanese topeshark,Hemitriakis japanica,PISCES,"Sharks, rays, chimaeras",38
2288,Terapon perches nei,Terapon spp,PISCES,Miscellaneous coastal fishes,33
2906,Pacific thread herring,Opisthonema libertate,PISCES,"Herrings, sardines, anchovies",35
16342,Flathead lobster,Thenus orientalis,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
2007,Thresher sharks nei,Alopias spp,PISCES,"Sharks, rays, chimaeras",38
2556,Thickback soles nei,Microchirus spp,PISCES,"Flounders, halibuts, soles",31
2452,NA,Chionodraco hamatus,PISCES,Miscellaneous demersal fishes,34
2818,Tiger shark,Galeocerdo cuvier,PISCES,"Sharks, rays, chimaeras",38
2302,Great Northern tilefish,Lopholatilus chamaeleonticeps,PISCES,Miscellaneous demersal fishes,34
3408,Green tiger prawn,Penaeus semisulcatus,CRUSTACEA,"Shrimps, prawns",45
3100,Tilefishes nei,Branchiostegidae,PISCES,Miscellaneous demersal fishes,34
3418,Pacific seabob,Xiphopenaeus riveti,CRUSTACEA,"Shrimps, prawns",45
17178,American yellow cockle,Trachycardium muricatum,MOLLUSCA,"Clams, cockles, arkshells",56
2410,Sabaki tilapia,Oreochromis spilurus,PISCES,Tilapias and other cichlids,12
2408,Mozambique tilapia,Oreochromis mossambicus,PISCES,Tilapias and other cichlids,12
3217,Nile tilapia,Oreochromis niloticus,PISCES,Tilapias and other cichlids,12
3216,Tilapias nei,Oreochromis (=Tilapia) spp,PISCES,Tilapias and other cichlids,12
2419,Redbreast tilapia,Tilapia rendalli,PISCES,Tilapias and other cichlids,12
2122,Grayling,Thymallus thymallus,PISCES,"Salmons, trouts, smelts",23
2418,Redbelly tilapia,Tilapia zillii,PISCES,Tilapias and other cichlids,12
15490,Southwest Atlantic butterfish,Stromateus brasiliensis,PISCES,Miscellaneous pelagic fishes,37
15753,Permit,Trachinotus falcatus,PISCES,Miscellaneous pelagic fishes,37
2438,Antarctic toothfish,Dissostichus mawsoni,PISCES,Miscellaneous demersal fishes,34
15718,Thai mahseer,Tor tambroides,PISCES,"Carps, barbels and other cyprinids",11
10623,Oscar,Astronotus ocellatus,PISCES,Tilapias and other cichlids,12
2065,Torpedo rays,Torpedo spp,PISCES,"Sharks, rays, chimaeras",38
2905,Toli shad,Tenualosa toli,PISCES,Shads,24
3015,Atlantic tomcod,Microgadus tomcod,PISCES,"Cods, hakes, haddocks",32
2439,Patagonian toothfish,Dissostichus eleginoides,PISCES,Miscellaneous demersal fishes,34
17821,Helmet ton,Tonna galea,MOLLUSCA,"Abalones, winkles, conchs",52
2656,Horned turban,Turbo cornutus,MOLLUSCA,"Abalones, winkles, conchs",52
2557,Tonguefishes,Cynoglossidae,PISCES,"Flounders, halibuts, soles",31
15763,Lesser weever,Trachinus vipera,PISCES,Miscellaneous coastal fishes,33
15765,Dealfish,Trachipterus arcticus,PISCES,Miscellaneous pelagic fishes,37
15836,Grenadier cod,Tripterophycis gilchristi,PISCES,"Cods, hakes, haddocks",32
2700,Carpet shells nei,Ruditapes spp,MOLLUSCA,"Clams, cockles, arkshells",56
14169,Sandpaper fish,Paratrachichthys trailli,PISCES,Miscellaneous demersal fishes,34
15834,NA,Triportheus angulatus,PISCES,Miscellaneous freshwater fishes,13
16282,Southern lobsterette,Thymops birsteini,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
17372,Pacific horse clam,Tresus nuttallii,MOLLUSCA,"Clams, cockles, arkshells",56
18995,Pen shells nei,Atrina spp,MOLLUSCA,"Scallops, pectens",55
18707,Pacific horse clams nei,Tresus spp,MOLLUSCA,"Clams, cockles, arkshells",56
3231,Weeverfishes nei,Trachinidae,PISCES,Miscellaneous coastal fishes,33
3041,Slimeheads nei,Trachichthyidae,PISCES,Miscellaneous demersal fishes,34
3110,"Jacks, crevalles nei",Caranx spp,PISCES,Miscellaneous pelagic fishes,37
3101,False trevally,Lactarius lactarius,PISCES,Miscellaneous pelagic fishes,37
3373,Grey triggerfish,Balistes carolinensis,PISCES,Miscellaneous coastal fishes,33
3243,Striped rockcod,Pagothenia hansoni,PISCES,Miscellaneous coastal fishes,33
2565,"Triggerfishes, durgons nei",Balistidae,PISCES,Miscellaneous coastal fishes,33
2447,Blunt scalyhead,Trematomus eulepidotus,PISCES,Miscellaneous coastal fishes,33
2928,Trouts nei,Salmo spp,PISCES,"Salmons, trouts, smelts",23
3038,Dealfishes,Trachipterus spp,PISCES,Miscellaneous pelagic fishes,37
16082,Mediterranean dealfish,Trachipterus trachypterus,PISCES,Miscellaneous pelagic fishes,37
2934,Rainbow trout,Oncorhynchus mykiss,PISCES,"Salmons, trouts, smelts",23
2115,Sea trout,Salmo trutta,PISCES,"Salmons, trouts, smelts",23
3242,Trematomus nei,Trematomus spp,PISCES,Miscellaneous coastal fishes,33
3229,Trumpeters nei,Latridae,PISCES,Miscellaneous demersal fishes,34
3419,Southern rough shrimp,Trachypenaeus curvirostris,CRUSTACEA,"Shrimps, prawns",45
3126,Yellowstripe scad,Selaroides leptolepis,PISCES,Miscellaneous pelagic fishes,37
2316,White trevally,Pseudocaranx dentex,PISCES,Miscellaneous pelagic fishes,37
2080,Twaite shad,Alosa fallax,PISCES,Shads,24
2655,Trochus shells nei,Ex Trochus spp,MOLLUSCA,"Pearls, mother-of-pearl, shells",81
3568,Wellington flying squid,Nototodarus sloanii,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
15600,Sickle pomfret,Taractichthys steindachneri,PISCES,Miscellaneous pelagic fishes,37
15778,Roughsnout grenadier,Trachyrincus scabrus,PISCES,"Cods, hakes, haddocks",32
18186,Strap-toothed whale,Mesoplodon layardii,MAMMALIA,"Sperm-whales, pilot-whales",62
15799,Sharptooth houndshark,Triakis megalopterus,PISCES,"Sharks, rays, chimaeras",38
3606,Hawksbill turtle,Eretmochelys imbricata,"AMPHIBIA, REPTILIA",Turtles,72
2748,Loggerhead turtle,Caretta caretta,"AMPHIBIA, REPTILIA",Turtles,72
2749,Chinese softshell turtle,Trionyx sinensis,"AMPHIBIA, REPTILIA",Turtles,72
3603,Marine turtles nei,Testudinata,"AMPHIBIA, REPTILIA",Turtles,72
18235,Tucuxi,Sotalia fluviatilis,MAMMALIA,"Sperm-whales, pilot-whales",62
3605,Green turtle,Chelonia mydas,"AMPHIBIA, REPTILIA",Turtles,72
