identifier,name_en,scientific_name,major_group,isscaap_group,isscaap
17038,Western Atlantic brief squid,Lolliguncula brevis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18069,True tulip,Fasciolaria tulipa,MOLLUSCA,"Abalones, winkles, conchs",52
12671,Glasseye,Heteropriacanthus cruentatus,PISCES,Miscellaneous coastal fishes,33
13294,Mahogany snapper,Lutjanus mahogoni,PISCES,Miscellaneous coastal fishes,33
15385,Southern sennet,Sphyraena picudilla,PISCES,Miscellaneous pelagic fishes,37
20868,Striped grunt,Haemulon striatum,PISCES,Miscellaneous coastal fishes,33
11255,Foureye butterflyfish,Chaetodon capistratus,PISCES,Miscellaneous coastal fishes,33
15456,Longspine porgy,Stenotomus caprinus,PISCES,Miscellaneous coastal fishes,33
11479,Cobbler,Cnidoglanis macrocephalus,PISCES,Miscellaneous coastal fishes,33
11880,Spotted porcupinefish,Diodon hystrix,PISCES,Miscellaneous coastal fishes,33
19302,Labrus wrasses nei,Labrus spp,PISCES,Miscellaneous coastal fishes,33
20184,"Eels, morays, congers nei",Anguilliformes,PISCES,Miscellaneous demersal fishes,34
15796,Whitetip reef shark,Triaenodon obesus,PISCES,"Sharks, rays, chimaeras",38
18076,West Indian crown conch,Melongena melongena,MOLLUSCA,"Abalones, winkles, conchs",52
19241,Dosinias nei,Dosinia spp,MOLLUSCA,"Clams, cockles, arkshells",56
19359,Ensis razor clams nei,Ensis spp,MOLLUSCA,"Clams, cockles, arkshells",56
19807,True sole,Heteromycteris proboscideus,PISCES,"Flounders, halibuts, soles",31
3053,Leaping African mullet,Mugil capurrii,PISCES,Miscellaneous coastal fishes,33
6297,NA,Balistes spp,PISCES,Miscellaneous coastal fishes,33
11125,Pigeye shark,Carcharhinus amboinensis,PISCES,"Sharks, rays, chimaeras",38
11214,Bluespotted seabass,Cephalopholis taeniops,PISCES,Miscellaneous coastal fishes,33
18556,Pompano dolphinfish,Coryphaena equiselis,PISCES,Miscellaneous pelagic fishes,37
19192,NA,Cypselurus spp,PISCES,Miscellaneous pelagic fishes,37
20132,Ladyfishes nei,Elops spp,PISCES,Miscellaneous coastal fishes,33
2374,Canary dentex,Dentex canariensis,PISCES,Miscellaneous coastal fishes,33
2539,Spiny turbot,Psettodes bennettii,PISCES,"Flounders, halibuts, soles",31
2836,Little gulper shark,Centrophorus uyato,PISCES,"Sharks, rays, chimaeras",38
2971,Smoothmouth sea catfish,Carlarius heudelotii,PISCES,Miscellaneous coastal fishes,33
3090,"Bigeyes,glasseyes,bulleyes nei",Priacanthidae,PISCES,Miscellaneous coastal fishes,33
11709,Senegalese tonguesole,Cynoglossus senegalensis,PISCES,"Flounders, halibuts, soles",31
12476,Polygon moray,Gymnothorax polygonius,PISCES,Miscellaneous coastal fishes,33
18873,Ocellated wedge sole,Dicologlossa hexophthalma,PISCES,"Flounders, halibuts, soles",31
19659,Zebra tilefish,Branchiostegus semifasciatus,PISCES,Miscellaneous demersal fishes,34
20392,Cadenat's sole,Pegusa cadenati,PISCES,"Flounders, halibuts, soles",31
20459,NA,Muraena augusti,PISCES,Miscellaneous coastal fishes,33
11076,Rough triggerfish,Canthidermis maculata,PISCES,Miscellaneous coastal fishes,33
2025,Bignose shark,Carcharhinus altimus,PISCES,"Sharks, rays, chimaeras",38
3049,Guinean barracuda,Sphyraena afra,PISCES,Miscellaneous pelagic fishes,37
3167,Longneck croaker,Pseudotolithus typus,PISCES,Miscellaneous coastal fishes,33
10437,Deepbody boarfish,Antigonia capros,PISCES,Miscellaneous demersal fishes,34
10546,Silver-rag driftfish,Ariomma bondi,PISCES,Miscellaneous demersal fishes,34
11801,Daisy stingray,Fontitrygon margarita,PISCES,"Sharks, rays, chimaeras",38
12006,Senegalese ladyfish,Elops senegalensis,PISCES,Miscellaneous coastal fishes,33
13274,African red snapper,Lutjanus agennes,PISCES,Miscellaneous coastal fishes,33
15165,Angola rockfish,Scorpaena angolensis,PISCES,Miscellaneous demersal fishes,34
17016,African squid,Alloteuthis africana,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18834,NA,Lagocephalus spp,PISCES,Miscellaneous coastal fishes,33
19004,Senegalese smooth swimcrab,Sanquerus validus,CRUSTACEA,"Crabs, sea-spiders",42
19592,Atlantic flyingfish,Cheilopogon melanurus,PISCES,Miscellaneous pelagic fishes,37
14743,Bull ray,Aetomylaeus bovinus,PISCES,"Sharks, rays, chimaeras",38
20187,Stargazers nei,Uranoscopidae,PISCES,Miscellaneous demersal fishes,34
3197,Blue hottentot,Pachymetopon aeneum,PISCES,Miscellaneous coastal fishes,33
12062,Goldblotch grouper,Epinephelus costae,PISCES,Miscellaneous coastal fishes,33
13283,African brown snapper,Lutjanus dentatus,PISCES,Miscellaneous coastal fishes,33
15246,Guinean amberjack,Seriola carpenteri,PISCES,Miscellaneous pelagic fishes,37
15358,NA,Spaniblennius riodourensis,PISCES,Miscellaneous coastal fishes,33
15535,Kaup's arrowtooth eel,Synaphobranchus kaupii,PISCES,Miscellaneous demersal fishes,34
15889,Fusca drum,Umbrina ronchus,PISCES,Miscellaneous coastal fishes,33
16503,Armed nylon shrimp,Heterocarpus ensifer,CRUSTACEA,"Shrimps, prawns",45
16968,African cuttlefish,Sepia bertheloti,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18874,Guinean sole,Synaptura cadenati,PISCES,"Flounders, halibuts, soles",31
18893,NA,Aphanopus spp,PISCES,Miscellaneous demersal fishes,34
19331,NA,Heterocarpus grimaldii,CRUSTACEA,"Shrimps, prawns",45
19669,Bigeye picarel,Spicara alta,PISCES,Miscellaneous coastal fishes,33
19812,Cyclope sole,Pegusa triophthalma,PISCES,"Flounders, halibuts, soles",31
19815,Guinean tonguesole,Cynoglossus monodi,PISCES,"Flounders, halibuts, soles",31
20288,Barred hogfish,Bodianus scrofa,PISCES,Miscellaneous coastal fishes,33
12250,Gadella,Gadella maraldi,PISCES,"Cods, hakes, haddocks",32
15754,Longfin pompano,Trachinotus goreensis,PISCES,Miscellaneous pelagic fishes,37
2814,Blackspot shark,Carcharhinus sealei,PISCES,"Sharks, rays, chimaeras",38
13546,NA,Muraena australiae,PISCES,Miscellaneous coastal fishes,33
19323,Redbarred lizardfish,Synodus synodus,PISCES,Miscellaneous coastal fishes,33
15904,Cottonmouth jack,Uraspis secunda,PISCES,Miscellaneous pelagic fishes,37
10559,Rough-head sea catfish,Arius latiscutatus,PISCES,Miscellaneous coastal fishes,33
13770,Black gemfish,Nesiarchus nasutus,PISCES,Miscellaneous demersal fishes,34
15835,African spadefish,Tripterodon orbis,PISCES,Miscellaneous coastal fishes,33
6324,Spotted-fin rockfish,Scorpaena stephanica,PISCES,Miscellaneous demersal fishes,34
11960,Pebbletooth moray,Echidna peli,PISCES,Miscellaneous coastal fishes,33
13519,Whiskered sole,Monochirus hispidus,PISCES,"Flounders, halibuts, soles",31
14518,Ghanean rockfish,Pontinus accraensis,PISCES,Miscellaneous demersal fishes,34
15266,Bean's sawtooth eel,Serrivomer beanii,PISCES,Miscellaneous demersal fishes,34
16883,African matchbox crab,Pachygrapsus transversus,CRUSTACEA,"Crabs, sea-spiders",42
19326,Starry weever,Trachinus radiatus,PISCES,Miscellaneous coastal fishes,33
19483,Pawnee dragonfish,Bathophilus pawneei,PISCES,Miscellaneous demersal fishes,34
19568,NA,Echiophis creutzbergi,PISCES,Miscellaneous coastal fishes,33
11258,Banded butterflyfish,Chaetodon striatus,PISCES,Miscellaneous coastal fishes,33
12216,Dogface witch-eel,Facciolella gilberti,PISCES,Miscellaneous demersal fishes,34
13564,Starspotted smooth-hound,Mustelus manazo,PISCES,"Sharks, rays, chimaeras",38
2518,Atlantic gobies nei,Gobius spp,PISCES,Miscellaneous coastal fishes,33
17714,Saburon helmet,Semicassis saburon,MOLLUSCA,"Abalones, winkles, conchs",52
17804,Banded murex,Hexaplex trunculus,MOLLUSCA,"Abalones, winkles, conchs",52
14853,Speckled ray,Raja polystigma,PISCES,"Sharks, rays, chimaeras",38
12072,Haifa grouper,Hyporthodus haifensis,PISCES,Miscellaneous coastal fishes,33
14213,Red Sea goatfish,Parupeneus forsskali,PISCES,Miscellaneous coastal fishes,33
14574,Dwarf sawfish,Pristis clavata,PISCES,"Sharks, rays, chimaeras",38
15895,Goldband goatfish,Upeneus moluccensis,PISCES,Miscellaneous coastal fishes,33
18957,Por's goatfish,Upeneus pori,PISCES,Miscellaneous coastal fishes,33
19210,Cuttlefishes nei,Sepia spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
20064,NA,Torquigener flavimaculosus,PISCES,Miscellaneous coastal fishes,33
20154,Devil firefish,Pterois miles,PISCES,Miscellaneous demersal fishes,34
11304,Mediterranean flyingfish,Cheilopogon heterurus,PISCES,Miscellaneous pelagic fishes,37
13862,Smalltooth sand tiger,Odontaspis ferox,PISCES,"Sharks, rays, chimaeras",38
19297,Mediterranean sand eel,Gymnammodytes cicerelus,PISCES,Miscellaneous coastal fishes,33
19325,Spotted weever,Trachinus araneus,PISCES,Miscellaneous coastal fishes,33
3647,Smalltoothed argentine,Glossanodon leioglossus,PISCES,Miscellaneous demersal fishes,34
10663,Royal flagfin,Aulopus filamentosus,PISCES,Miscellaneous coastal fishes,33
10846,NA,Bellottia apoda,PISCES,Miscellaneous demersal fishes,34
11829,Four-spotted goby,Deltentosteus quadrimaculatus,PISCES,Miscellaneous coastal fishes,33
12046,NA,Epigonus constanciae,PISCES,Miscellaneous demersal fishes,34
12047,Pencil cardinal,Epigonus denticulatus,PISCES,Miscellaneous demersal fishes,34
12387,Rock goby,Gobius paganellus,PISCES,Miscellaneous coastal fishes,33
12779,Glasshead grenadier,Hymenocephalus italicus,PISCES,"Cods, hakes, haddocks",32
13569,Blackspotted smooth-hound,Mustelus punctulatus,PISCES,"Sharks, rays, chimaeras",38
14277,African armoured searobin,Peristedion cataphractum,PISCES,Miscellaneous demersal fishes,34
15502,NA,Sudis hyalina,PISCES,Miscellaneous demersal fishes,34
16525,Catalonian striped shrimp,Plesionika antigai,CRUSTACEA,"Shrimps, prawns",45
16663,Atlantic mud shrimp,Solenocera membranacea,CRUSTACEA,"Shrimps, prawns",45
16919,Spider octopus,Octopus salutii,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
17711,Spiny bonnet,Galeodea echinophora,MOLLUSCA,"Abalones, winkles, conchs",52
17794,Common pelican-foot,Aporrhais pespelecani,MOLLUSCA,"Abalones, winkles, conchs",52
18268,Peanut worm,Sipunculus nudus,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
16930,Unihorn octopus,Scaeurgus unicirrhus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
16140,Warty crab,Eriphia verrucosa,CRUSTACEA,"Crabs, sea-spiders",42
14577,Common sawfish,Pristis pristis,PISCES,"Sharks, rays, chimaeras",38
2724,White-spotted octopus,Callistoctopus macropus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
11396,Chestnut goby,Chromogobius quadrivittatus,PISCES,Miscellaneous coastal fishes,33
12281,Steinitz's goby,Gammogobius steinitzi,PISCES,Miscellaneous coastal fishes,33
12385,Giant goby,Gobius cobitis,PISCES,Miscellaneous coastal fishes,33
12713,Black wing flyingfish,Hirundichthys rondeletii,PISCES,Miscellaneous pelagic fishes,37
12777,Benoit's lanternfish,Hygophum benoiti,PISCES,Miscellaneous demersal fishes,34
14634,Ferrer's goby,Pseudaphya ferreri,PISCES,Miscellaneous coastal fishes,33
15341,Adriatic sole,Pegusa impar,PISCES,"Flounders, halibuts, soles",31
15414,Sawback angelshark,Squatina aculeata,PISCES,"Sharks, rays, chimaeras",38
15837,Black-faced blenny,Tripterygion delaisi,PISCES,Miscellaneous coastal fishes,33
16519,Narwal shrimp,Plesionika narval,CRUSTACEA,"Shrimps, prawns",45
16684,Lepadidae barnacles nei,Lepadidae,CRUSTACEA,Miscellaneous marine crustaceans,47
16782,NA,Nematoscelis megalops,CRUSTACEA,"Krill, planktonic crustaceans",46
17104,Diamondback squid,Thysanoteuthis rhombus,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
17152,Sand cockle,Acanthocardia spinosa,MOLLUSCA,"Clams, cockles, arkshells",56
17453,Violet bittersweet,Glycymeris violacescens,MOLLUSCA,"Clams, cockles, arkshells",56
17713,Scotch bonnet,Semicassis granulata,MOLLUSCA,"Abalones, winkles, conchs",52
17825,Granular top-shell,Calliostoma granulatum,MOLLUSCA,"Abalones, winkles, conchs",52
18340,NA,Lumbrineris impatiens,INVERTEBRATA AQUATICA,Miscellaneous aquatic invertebrates,77
18360,Black sea urchin,Arbacia lixula,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
18698,Spotted barracudina,Arctozenus risso,PISCES,Miscellaneous demersal fishes,34
19275,Scaldback,Arnoglossus kessleri,PISCES,"Flounders, halibuts, soles",31
19303,Green wrasse,Labrus viridis,PISCES,Miscellaneous coastal fishes,33
19322,Klein's sole,Synapturichthys kleinii,PISCES,"Flounders, halibuts, soles",31
19338,Rugose squat lobster,Munida rugosa,CRUSTACEA,"King crabs, squat-lobsters",44
19806,Deep water sole,Bathysolea profundicola,PISCES,"Flounders, halibuts, soles",31
17515,Smooth scallop,Flexopecten glaber,MOLLUSCA,"Scallops, pectens",55
6298,Scaldfishes nei,Arnoglossus spp,PISCES,"Flounders, halibuts, soles",31
6362,NA,Scapharca spp,MOLLUSCA,"Clams, cockles, arkshells",56
17394,Bearded horse mussel,Modiolus barbatus,MOLLUSCA,Mussels,54
17606,Lamarck's razor shell,Solen lamarckii,MOLLUSCA,"Clams, cockles, arkshells",56
17810,Netted nassa,Tritia reticulata,MOLLUSCA,"Abalones, winkles, conchs",52
18603,NA,Liza spp,PISCES,Miscellaneous coastal fishes,33
19007,Gulper sharks nei,Centrophorus spp,PISCES,"Sharks, rays, chimaeras",38
20183,Argentines nei,Argentinidae,PISCES,Miscellaneous demersal fishes,34
20235,Helmets shells nei,Cassidae,MOLLUSCA,"Abalones, winkles, conchs",52
19720,Striped weever,Trachinus lineolatus,PISCES,Miscellaneous coastal fishes,33
2642,King crab,Lithodes ferox,CRUSTACEA,"King crabs, squat-lobsters",44
12388,NA,Gobius strictus,PISCES,Miscellaneous coastal fishes,33
17275,Rayed pearl oyster,Pinctada radiata,MOLLUSCA,"Pearls, mother-of-pearl, shells",81
17392,European date mussel,Lithophaga lithophaga,MOLLUSCA,Mussels,54
17721,Babel's latiaxis,Latiaxis babelis,MOLLUSCA,"Abalones, winkles, conchs",52
17727,Neapolitan triton,Cymatium parthenopus,MOLLUSCA,"Abalones, winkles, conchs",52
17753,Chapel gibbula,Gibbula fanulum,MOLLUSCA,"Abalones, winkles, conchs",52
17801,Slipper-limpet crepidule,Crepidula gibbosa,MOLLUSCA,"Abalones, winkles, conchs",52
19290,Bellotti's goby,Gobius ater,PISCES,Miscellaneous coastal fishes,33
19398,Atlantic sawtail catshark,Galeus atlanticus,PISCES,"Sharks, rays, chimaeras",38
19374,Todarodes flying squids nei,Todarodes spp,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
2035,Shortnose spurdog,Squalus megalops,PISCES,"Sharks, rays, chimaeras",38
11811,Tortonese's stingray,Dasyatis tortonesei,PISCES,"Sharks, rays, chimaeras",38
19935,Peacock wrasse,Iniistius pavo,PISCES,Miscellaneous coastal fishes,33
12614,Black-barred halfbeak,Hemiramphus far,PISCES,Miscellaneous pelagic fishes,37
3479,"True lobsters,lobsterettes nei",Nephropidae,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
10888,Butterfly blenny,Blennius ocellaris,PISCES,Miscellaneous coastal fishes,33
11534,Liechtenstein's goby,Corcyrogobius liechtensteini,PISCES,Miscellaneous coastal fishes,33
11640,Crystal goby,Crystallogobius linearis,PISCES,Miscellaneous coastal fishes,33
11857,Small lantern fish,Diaphus holti,PISCES,Miscellaneous demersal fishes,34
16136,Arched swimming crab,Liocarcinus navigator,CRUSTACEA,"Crabs, sea-spiders",42
16137,Smooth swimcrab,Liocarcinus vernalis,CRUSTACEA,"Crabs, sea-spiders",42
17379,Oblong otter shell,Lutraria oblonga,MOLLUSCA,"Clams, cockles, arkshells",56
17730,Syracusan fusus,Fusinus syracusanus,MOLLUSCA,"Abalones, winkles, conchs",52
18659,Egyptian sole,Solea aegyptiaca,PISCES,"Flounders, halibuts, soles",31
19291,Bucchich's goby,Gobius bucchichi,PISCES,Miscellaneous coastal fishes,33
20594,Long clawed porcelain crab,Pisidia longicornis,CRUSTACEA,"King crabs, squat-lobsters",44
20699,NA,Limaria hians,MOLLUSCA,"Scallops, pectens",55
21019,East Atlantic peacock wrasse,Symphodus tinca,PISCES,Miscellaneous coastal fishes,33
11016,Banded whiptail,Coelorinchus fasciatus,PISCES,"Cods, hakes, haddocks",32
12860,NA,Iluocoetes fimbriatus,PISCES,Miscellaneous coastal fishes,33
14222,NA,Patagonotothen tessellata,PISCES,Miscellaneous demersal fishes,34
15128,Narrowmouthed catshark,Schroederichthys bivius,PISCES,"Sharks, rays, chimaeras",38
10675,Dwarf codling,Austrophycis marginata,PISCES,"Cods, hakes, haddocks",32
6378,NA,Panopea spp,MOLLUSCA,"Clams, cockles, arkshells",56
17420,Tehuelche scallop,Aequipecten tehuelchus,MOLLUSCA,"Scallops, pectens",55
2389,Slinger seabream,Chrysoblephus puniceus,PISCES,Miscellaneous coastal fishes,33
11710,Zanzibar tonguesole,Cynoglossus zanzibarensis,PISCES,"Flounders, halibuts, soles",31
2722,Angolan flying squid,Todarodes angolensis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
3023,Merluccid hakes nei,Merlucciidae,PISCES,"Cods, hakes, haddocks",32
2395,Hottentot seabream,Pachymetopon blochii,PISCES,Miscellaneous coastal fishes,33
11628,Long-fingered icefish,Cryodraco antarcticus,PISCES,Miscellaneous demersal fishes,34
13811,Antarctic jonasfish,Notolepis coatsi,PISCES,Miscellaneous demersal fishes,34
19227,Glass sponges,Hexactinellida,INVERTEBRATA AQUATICA,Sponges,83
19240,Basket stars,Euryalida,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
19157,Hydrocorals,Stylasteridae,INVERTEBRATA AQUATICA,Corals,82
11093,Longnose trevally,Carangoides chrysophrys,PISCES,Miscellaneous pelagic fishes,37
13435,Silver grunter,Mesopristes argenteus,PISCES,Miscellaneous coastal fishes,33
18954,Red Sea seabream,Diplodus noct,PISCES,Miscellaneous coastal fishes,33
2019,Blacktip reef shark,Carcharhinus melanopterus,PISCES,"Sharks, rays, chimaeras",38
12127,Deep-water red snapper,Etelis carbunculus,PISCES,Miscellaneous coastal fishes,33
15148,Arabian monocle bream,Scolopsis ghanam,PISCES,Miscellaneous coastal fishes,33
11098,Bludger,Carangoides gymnostethus,PISCES,Miscellaneous pelagic fishes,37
13285,Dory snapper,Lutjanus fulviflamma,PISCES,Miscellaneous coastal fishes,33
14381,Pinjalo,Pinjalo pinjalo,PISCES,Miscellaneous coastal fishes,33
15147,Thumbprint monocle bream,Scolopsis bimaculata,PISCES,Miscellaneous coastal fishes,33
15621,Jarbua terapon,Terapon jarbua,PISCES,Miscellaneous coastal fishes,33
18976,Yellowtail barracuda,Sphyraena flavicauda,PISCES,Miscellaneous pelagic fishes,37
19813,Oriental sole,Brachirus orientalis,PISCES,"Flounders, halibuts, soles",31
19918,Longtail silverbiddy,Gerres longirostris,PISCES,Miscellaneous coastal fishes,33
19958,Delagoa threadfin bream,Nemipterus bipunctatus,PISCES,Miscellaneous coastal fishes,33
19990,Pearly goatfish,Parupeneus margaritatus,PISCES,Miscellaneous coastal fishes,33
12128,Deepwater longtail red snapper,Etelis coruscans,PISCES,Miscellaneous coastal fishes,33
14570,Crimson jobfish,Pristipomoides filamentosus,PISCES,Miscellaneous coastal fishes,33
14571,Goldbanded jobfish,Pristipomoides multidens,PISCES,Miscellaneous coastal fishes,33
18912,Brilliant pomfret,Eumegistus illustris,PISCES,Miscellaneous pelagic fishes,37
6303,Small toothed jobfish,Aphareus furca,PISCES,Miscellaneous coastal fishes,33
6327,Tricolour parrotfish,Scarus tricolor,PISCES,Miscellaneous coastal fishes,33
10265,Indian threadfish,Alectis indica,PISCES,Miscellaneous pelagic fishes,37
11096,Blue trevally,Carangoides ferdau,PISCES,Miscellaneous pelagic fishes,37
11373,Daisy parrotfish,Chlorurus sordidus,PISCES,Miscellaneous coastal fishes,33
12053,Banded grouper,Epinephelus amblycephalus,PISCES,Miscellaneous coastal fishes,33
12318,Whipfin silver-biddy,Gerres filamentosus,PISCES,Miscellaneous coastal fishes,33
12587,Yellowfin jack,Hemicaranx leucurus,PISCES,Miscellaneous pelagic fishes,37
12711,Candelamoa parrotfish,Hipposcarus harid,PISCES,Miscellaneous coastal fishes,33
13171,Longface emperor,Lethrinus olivaceus,PISCES,Miscellaneous coastal fishes,33
13174,Slender emperor,Lethrinus variegatus,PISCES,Miscellaneous coastal fishes,33
13659,Spotted unicornfish,Naso brevirostris,PISCES,Miscellaneous coastal fishes,33
14504,Smallspotted grunter,Pomadasys commersonnii,PISCES,Miscellaneous coastal fishes,33
14573,Sharptooth jobfish,Pristipomoides typus,PISCES,Miscellaneous coastal fishes,33
15299,Brown-spotted spinefoot,Siganus stellatus,PISCES,Miscellaneous coastal fishes,33
16555,Jinga shrimp,Metapenaeus affinis,CRUSTACEA,"Shrimps, prawns",45
17021,Swordtip squid,Loligo edulis,MOLLUSCA,"Squids, cuttlefishes, octopuses",57
18886,Moontail bullseye,Priacanthus hamrur,PISCES,Miscellaneous coastal fishes,33
18906,Blue-lined large-eye bream,Gymnocranius grandoculis,PISCES,Miscellaneous coastal fishes,33
18943,Dotted grouper,Epinephelus epistictus,PISCES,Miscellaneous coastal fishes,33
18947,Blueline snapper,Lutjanus coeruleolineatus,PISCES,Miscellaneous coastal fishes,33
18948,Blackspot snapper,Lutjanus ehrenbergii,PISCES,Miscellaneous coastal fishes,33
18958,Black surgeonfish,Acanthurus gahhm,PISCES,Miscellaneous coastal fishes,33
18960,Striated surgeonfish,Ctenochaetus striatus,PISCES,Miscellaneous coastal fishes,33
18963,Crown squirrelfish,Sargocentron diadema,PISCES,Miscellaneous coastal fishes,33
18964,Axilspot hogfish,Bodianus axillaris,PISCES,Miscellaneous coastal fishes,33
18966,Moon wrasse,Thalassoma lunare,PISCES,Miscellaneous coastal fishes,33
18968,Bridled parrotfish,Scarus frenatus,PISCES,Miscellaneous coastal fishes,33
18975,Red Sea houndfish,Tylosurus choram,PISCES,Miscellaneous pelagic fishes,37
18977,Bigeye barracuda,Sphyraena forsteri,PISCES,Miscellaneous pelagic fishes,37
19207,NA,Scarus spp,PISCES,Miscellaneous coastal fishes,33
19213,NA,Saurida spp,PISCES,Miscellaneous coastal fishes,33
19762,Ringtail surgeonfish,Acanthurus blochii,PISCES,Miscellaneous coastal fishes,33
19948,Yellowtail emperor,Lethrinus crocineus,PISCES,Miscellaneous coastal fishes,33
20553,Fringelip mullet,Crenimugil crenilabis,PISCES,Miscellaneous coastal fishes,33
20660,Roundhead parrotfish,Scarus viridifucatus,PISCES,Miscellaneous coastal fishes,33
20741,Snakefish,Trachinocephalus myops,PISCES,Miscellaneous coastal fishes,33
20923,Righteye flounders,Platichthys spp,PISCES,"Flounders, halibuts, soles",31
13875,Red-toothed triggerfish,Odonus niger,PISCES,Miscellaneous coastal fishes,33
19122,Oblique-banded grouper,Epinephelus radiatus,PISCES,Miscellaneous coastal fishes,33
16233,Painted spiny lobster,Panulirus versicolor,CRUSTACEA,"Lobsters, spiny-rock lobsters",43
19198,NA,Lethrinus spp,PISCES,Miscellaneous coastal fishes,33
3311,Chinese silver pomfret,Pampus chinensis,PISCES,Miscellaneous pelagic fishes,37
18991,Roundjaw bonefish,Albula glossodonta,PISCES,Miscellaneous coastal fishes,33
16181,Pink geryon,Chaceon macphersoni,CRUSTACEA,"Crabs, sea-spiders",42
14569,Ornate jobfish,Pristipomoides argyrogrammicus,PISCES,Miscellaneous coastal fishes,33
19627,Hardyhead silverside,Atherinomorus lacunosus,PISCES,Miscellaneous pelagic fishes,37
18961,Sailfin tang,Zebrasoma veliferum,PISCES,Miscellaneous coastal fishes,33
10544,Squaretail kob,Argyrosomus thorpei,PISCES,Miscellaneous coastal fishes,33
11092,Coastal trevally,Carangoides coeruleopinnatus,PISCES,Miscellaneous pelagic fishes,37
12226,Red cornetfish,Fistularia petimba,PISCES,Miscellaneous coastal fishes,33
19991,Rosy goatfish,Parupeneus rubescens,PISCES,Miscellaneous coastal fishes,33
2813,Silvertip shark,Carcharhinus albimarginatus,PISCES,"Sharks, rays, chimaeras",38
21540,Top shells,Trochidae,MOLLUSCA,"Abalones, winkles, conchs",52
13326,Black and white snapper,Macolor niger,PISCES,Miscellaneous coastal fishes,33
14688,Largetooth flounder,Pseudorhombus arsius,PISCES,"Flounders, halibuts, soles",31
15899,Freckled goatfish,Upeneus tragula,PISCES,Miscellaneous coastal fishes,33
3506,Silverlip pearl oyster,Pinctada maxima,MOLLUSCA,"Pearls, mother-of-pearl, shells",81
16568,Western school shrimp,Metapenaeus dalli,CRUSTACEA,"Shrimps, prawns",45
16901,Spanner crab,Ranina ranina,CRUSTACEA,"Crabs, sea-spiders",42
13112,Butterfly gurnard,Lepidotrigla vanessa,PISCES,Miscellaneous demersal fishes,34
14402,Northern sand flathead,Platycephalus arenarius,PISCES,Miscellaneous coastal fishes,33
18372,Leopard fish,Bohadschia argus,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,76
2287,Tigerperches nei,Terapontidae,PISCES,Miscellaneous coastal fishes,33
3065,Fusiliers Caesio nei,Caesio spp,PISCES,Miscellaneous coastal fishes,33
3660,Sicklefishes nei,Drepane spp,PISCES,Miscellaneous coastal fishes,33
6805,NA,Gymnothorax spp,PISCES,Miscellaneous coastal fishes,33
10312,Bald glassy,Ambassis gymnocephalus,PISCES,Miscellaneous coastal fishes,33
11525,Longfinned bullseye,Cookeolus japonicus,PISCES,Miscellaneous coastal fishes,33
12456,Grey large-eye bream,Gymnocranius griseus,PISCES,Miscellaneous coastal fishes,33
15655,Hamilton's thryssa,Thryssa hamiltonii,PISCES,"Herrings, sardines, anchovies",35
20185,NA,Muraenesocidae,PISCES,Miscellaneous demersal fishes,34
15412,Shortspine spurdog,Squalus mitsukurii,PISCES,"Sharks, rays, chimaeras",38
15230,Oxeye scad,Selar boops,PISCES,Miscellaneous pelagic fishes,37
15493,Spottail needlefish,Strongylura strongylura,PISCES,Miscellaneous pelagic fishes,37
19165,Longtail shad,Tenualosa macrura,PISCES,Shads,24
18929,NA,Centroscymnus spp,PISCES,"Sharks, rays, chimaeras",38
19154,Soft corals,Alcyonacea,INVERTEBRATA AQUATICA,Corals,82
19156,Hydrozoans,Hydrozoa,INVERTEBRATA AQUATICA,Corals,82
19238,"Hydroids, hydromedusae",Anthoathecata,INVERTEBRATA AQUATICA,Corals,82
10487,Brown catshark,Apristurus brunneus,PISCES,"Sharks, rays, chimaeras",38
10808,Sandpaper skate,Bathyraja interrupta,PISCES,"Sharks, rays, chimaeras",38
12892,Butter sole,Isopsetta isolepis,PISCES,"Flounders, halibuts, soles",31
15205,Shortraker rockfish,Sebastes borealis,PISCES,Miscellaneous demersal fishes,34
15212,Quillback rockfish,Sebastes maliger,PISCES,Miscellaneous demersal fishes,34
18584,Yellowmouth rockfish,Sebastes reedi,PISCES,Miscellaneous demersal fishes,34
18660,Silvergray rockfish,Sebastes brevispinis,PISCES,Miscellaneous demersal fishes,34
18717,Rosethorn rockfish,Sebastes helvomaculatus,PISCES,Miscellaneous demersal fishes,34
18724,Sharpchin rockfish,Sebastes zacentrus,PISCES,Miscellaneous demersal fishes,34
18721,Stripetail rockfish,Sebastes saxicola,PISCES,Miscellaneous demersal fishes,34
